"","pathway","pval","padj","overlap","size","overlapGenes","sample_id"
"17","REACTOME_INTERLEUKIN_23_SIGNALING",0.00011791613617576,0.0112020329366972,2,9,"ENSG00000096968, ENSG00000185624","MM909_02"
"18","REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS",0.000147219048994047,0.0132088202291881,2,10,"ENSG00000106089, ENSG00000067715","MM909_02"
"19","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES",0.000155994383217347,0.0132595225734745,5,274,"ENSG00000088367, ENSG00000139220, ENSG00000106688, ENSG00000106089, ENSG00000067715","MM909_02"
"20","REACTOME_SENSORY_PERCEPTION",0.000366880383119829,0.0296255909369262,5,330,"ENSG00000088367, ENSG00000177106, ENSG00000142798, ENSG00000179520, ENSG00000106089","MM909_02"
"21","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES",0.000443116684810146,0.0340777831413517,5,344,"ENSG00000157764, ENSG00000122025, ENSG00000096968, ENSG00000137877, ENSG00000197283","MM909_02"
"22","REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION",0.000553449040060126,0.0406281908953229,2,19,"ENSG00000106089, ENSG00000067715","MM909_02"
"23","REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE",0.000744968912670795,0.0523097736505797,2,22,"ENSG00000164116, ENSG00000160191","MM909_02"
"24","REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL",0.00104312590689662,0.0701936808182516,2,26,"ENSG00000149527, ENSG00000139151","MM909_02"
"25","REACTOME_PYROPTOSIS",0.00112523301941233,0.0726900530540364,2,27,"ENSG00000164695, ENSG00000073282","MM909_02"
"26","REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS",0.00129845099468,0.0806537829387772,2,29,"ENSG00000106089, ENSG00000067715","MM909_02"
"27","REACTOME_LAMININ_INTERACTIONS",0.00138953978056986,0.0831150646526047,2,30,"ENSG00000142798, ENSG00000196569","MM909_02"
"28","REACTOME_HEMOSTASIS",0.00157742645586979,0.0909837045082039,6,677,"ENSG00000164116, ENSG00000096968, ENSG00000141200, ENSG00000160191, ENSG00000155657, ENSG00000169946","MM909_02"
"29","REACTOME_MET_ACTIVATES_PTK2_SIGNALING",0.0017835040662314,0.0960119688987903,2,34,"ENSG00000060718, ENSG00000196569","MM909_02"
"30","REACTOME_RAF_ACTIVATION",0.0017835040662314,0.0960119688987903,2,34,"ENSG00000157764, ENSG00000096968","MM909_02"
"31","REACTOME_ADAPTIVE_IMMUNE_SYSTEM",0.00203341818678873,0.105934528118187,7,965,"ENSG00000082074, ENSG00000082781, ENSG00000141200, ENSG00000104972, ENSG00000198793, ENSG00000188211, ENSG00000105366","MM909_02"
"32","REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES",0.00222431987321573,0.112258643601357,2,38,"ENSG00000082781, ENSG00000049323","MM909_02"
"33","REACTOME_ELASTIC_FIBRE_FORMATION",0.00310640864644167,0.143338570400094,2,45,"ENSG00000082781, ENSG00000049323","MM909_02"
"34","REACTOME_MET_PROMOTES_CELL_MOTILITY",0.00310640864644167,0.143338570400094,2,45,"ENSG00000060718, ENSG00000196569","MM909_02"
"35","REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS",0.00310640864644167,0.143338570400094,2,45,"ENSG00000157764, ENSG00000096968","MM909_02"
"36","REACTOME_INTERLEUKIN_12_SIGNALING",0.00338388718298656,0.146046349080519,2,47,"ENSG00000096968, ENSG00000185624","MM909_02"
"37","REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION",0.00345460595825644,0.146046349080519,3,164,"ENSG00000096968, ENSG00000141200, ENSG00000169946","MM909_02"
"38","REACTOME_SARS_COV_INFECTIONS",0.00351394658084326,0.146046349080519,3,165,"ENSG00000105409, ENSG00000164695, ENSG00000096968","MM909_02"
"39","REACTOME_INOSITOL_PHOSPHATE_METABOLISM",0.00352681586014876,0.146046349080519,2,48,"ENSG00000149527, ENSG00000139151","MM909_02"
"40","REACTOME_REGULATION_OF_TP53_ACTIVITY",0.00407619601933637,0.164576414280706,3,174,"ENSG00000185513, ENSG00000198793, ENSG00000073282","MM909_02"
"41","REACTOME_ION_HOMEOSTASIS",0.00428293531474502,0.168705866666176,2,53,"ENSG00000105409, ENSG00000196218","MM909_02"
"42","REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R",0.00444238171111583,0.170820153891716,2,54,"ENSG00000138615, ENSG00000122025","MM909_02"
"43","REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA",0.00460454483782608,0.1729381375137,2,55,"ENSG00000088367, ENSG00000177106","MM909_02"
"44","REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING",0.00493698021173574,0.181209614589846,2,57,"ENSG00000096968, ENSG00000185624","MM909_02"
"45","REACTOME_REGULATED_NECROSIS",0.00545575279017413,0.195800905691805,2,60,"ENSG00000164695, ENSG00000073282","MM909_02"
"46","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION",0.00570163240198641,0.200176876721914,8,1471,"ENSG00000158089, ENSG00000183560, ENSG00000049323, ENSG00000181143, ENSG00000183715, ENSG00000185624, ENSG00000108055, ENSG00000137877","MM909_02"
"47","REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS",0.00599842503217205,0.206116094190593,2,63,"ENSG00000158089, ENSG00000181143","MM909_02"
"48","REACTOME_MEMBRANE_TRAFFICKING",0.00629962618395352,0.211956172647603,5,634,"ENSG00000164695, ENSG00000141200, ENSG00000137877, ENSG00000067715, ENSG00000136111","MM909_02"
"49","REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS",0.006564724756239,0.216367969006653,2,66,"ENSG00000157764, ENSG00000096968","MM909_02"
"50","REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES",0.00756033090510993,0.244198688235051,2,71,"ENSG00000060718, ENSG00000185624","MM909_02"
"51","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL",0.00817532246778335,0.258885211479806,3,224,"ENSG00000104972, ENSG00000188211, ENSG00000105366","MM909_02"
"52","REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS",0.00909310959908327,0.271579667702907,1,5,"ENSG00000122859","MM909_02"
"53","REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN",0.00909310959908327,0.271579667702907,1,5,"ENSG00000157764","MM909_02"
"54","REACTOME_VLDL_ASSEMBLY",0.00909310959908327,0.271579667702907,1,5,"ENSG00000185624","MM909_02"
"55","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS",0.00924884317254481,0.271579667702907,4,446,"ENSG00000157764, ENSG00000122025, ENSG00000096968, ENSG00000198793","MM909_02"
"56","REACTOME_ONCOGENIC_MAPK_SIGNALING",0.0102071451018874,0.273312976353462,2,83,"ENSG00000157764, ENSG00000096968","MM909_02"
"57","REACTOME_SIGNALING_BY_MET",0.0102071451018874,0.273312976353462,2,83,"ENSG00000060718, ENSG00000196569","MM909_02"
"58","REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS",0.0106827460850703,0.273312976353462,2,85,"ENSG00000142798, ENSG00000082781","MM909_02"
"59","REACTOME_PLATELET_HOMEOSTASIS",0.0106827460850703,0.273312976353462,2,85,"ENSG00000164116, ENSG00000160191","MM909_02"
"60","REACTOME_FLT3_SIGNALING_THROUGH_SRC_FAMILY_KINASES",0.0109018698558334,0.273312976353462,1,6,"ENSG00000122025","MM909_02"
"61","REACTOME_LDL_REMODELING",0.0109018698558334,0.273312976353462,1,6,"ENSG00000185624","MM909_02"
"62","REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY",0.0109018698558334,0.273312976353462,1,6,"ENSG00000157764","MM909_02"
"63","REACTOME_VESICLE_MEDIATED_TRANSPORT",0.0109024058476662,0.273312976353462,5,726,"ENSG00000164695, ENSG00000141200, ENSG00000137877, ENSG00000067715, ENSG00000136111","MM909_02"
"64","REACTOME_TP53_REGULATES_METABOLIC_GENES",0.0109241676528792,0.273312976353462,2,86,"ENSG00000198793, ENSG00000073282","MM909_02"
"65","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE",0.0110002126705728,0.273312976353462,3,250,"ENSG00000164695, ENSG00000141200, ENSG00000108055","MM909_02"
"66","REACTOME_DISEASES_OF_METABOLISM",0.0122186602307349,0.289047619456113,3,260,"ENSG00000111713, ENSG00000142798, ENSG00000181143","MM909_02"
"67","REACTOME_ARMS_MEDIATED_ACTIVATION",0.0127073566448198,0.289047619456113,1,7,"ENSG00000157764","MM909_02"
"68","REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOLIPASE_C_GAMMA_PLCG",0.0127073566448198,0.289047619456113,1,7,"ENSG00000096968","MM909_02"
"69","REACTOME_ERYTHROPOIETIN_ACTIVATES_STAT5",0.0127073566448198,0.289047619456113,1,7,"ENSG00000096968","MM909_02"
"70","REACTOME_FLT3_SIGNALING_BY_CBL_MUTANTS",0.0127073566448198,0.289047619456113,1,7,"ENSG00000122025","MM909_02"
"71","REACTOME_STAT5_ACTIVATION",0.0127073566448198,0.289047619456113,1,7,"ENSG00000122025","MM909_02"
"72","REACTOME_COLLAGEN_FORMATION",0.0129412050573496,0.290278418994718,2,94,"ENSG00000060718, ENSG00000185624","MM909_02"
"73","REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS",0.0134689185573384,0.297976759864404,2,96,"ENSG00000105409, ENSG00000096968","MM909_02"
"74","REACTOME_TRANSPORT_OF_SMALL_MOLECULES",0.014038273541382,0.304324220526347,5,774,"ENSG00000105409, ENSG00000185624, ENSG00000196218, ENSG00000179520, ENSG00000106688","MM909_02"
"75","REACTOME_SLC_TRANSPORTER_DISORDERS",0.0142777795015529,0.304324220526347,2,99,"ENSG00000179520, ENSG00000106688","MM909_02"
"76","REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES",0.0145095758393367,0.304324220526347,1,8,"ENSG00000082781","MM909_02"
"77","REACTOME_SIGNALING_BY_MRAS_COMPLEX_MUTANTS",0.0145095758393367,0.304324220526347,1,8,"ENSG00000157764","MM909_02"
"78","REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS",0.0156713819709619,0.324477972860302,2,104,"ENSG00000183560, ENSG00000183715","MM909_02"
"79","REACTOME_PI3K_AKT_SIGNALING_IN_CANCER",0.0159568461909472,0.325163966458076,2,105,"ENSG00000122025, ENSG00000198793","MM909_02"
"80","REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA",0.0163085333022317,0.325163966458076,1,9,"ENSG00000073282","MM909_02"
"81","REACTOME_MAPK1_ERK2_ACTIVATION",0.0163085333022317,0.325163966458076,1,9,"ENSG00000096968","MM909_02"
"82","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES",0.0165344465424792,0.325647941050048,2,107,"ENSG00000179520, ENSG00000106688","MM909_02"
"83","REACTOME_RHO_GTPASE_EFFECTORS",0.0169221651771165,0.329268635675218,3,294,"ENSG00000157827, ENSG00000141200, ENSG00000133392","MM909_02"
"84","REACTOME_O_LINKED_GLYCOSYLATION",0.0180169517386858,0.332253856145096,2,112,"ENSG00000158089, ENSG00000181143","MM909_02"
"85","REACTOME_CHYLOMICRON_ASSEMBLY",0.0181042348859247,0.332253856145096,1,10,"ENSG00000185624","MM909_02"
"86","REACTOME_COHESIN_LOADING_ONTO_CHROMATIN",0.0181042348859247,0.332253856145096,1,10,"ENSG00000108055","MM909_02"
"87","REACTOME_MAPK3_ERK1_ACTIVATION",0.0181042348859247,0.332253856145096,1,10,"ENSG00000096968","MM909_02"
"88","REACTOME_STAT5_ACTIVATION_DOWNSTREAM_OF_FLT3_ITD_MUTANTS",0.0181042348859247,0.332253856145096,1,10,"ENSG00000122025","MM909_02"
"89","REACTOME_CELL_CYCLE_MITOTIC",0.0197066428039555,0.341842006259235,4,560,"ENSG00000164695, ENSG00000096968, ENSG00000141200, ENSG00000108055","MM909_02"
"90","REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION",0.019896686432426,0.341842006259235,1,11,"ENSG00000108055","MM909_02"
"91","REACTOME_INTERLEUKIN_27_SIGNALING",0.019896686432426,0.341842006259235,1,11,"ENSG00000096968","MM909_02"
"92","REACTOME_INTERLEUKIN_6_SIGNALING",0.019896686432426,0.341842006259235,1,11,"ENSG00000096968","MM909_02"
"93","REACTOME_ORGANIC_ANION_TRANSPORTERS",0.019896686432426,0.341842006259235,1,11,"ENSG00000179520","MM909_02"
"94","REACTOME_SIGNALING_BY_LEPTIN",0.019896686432426,0.341842006259235,1,11,"ENSG00000096968","MM909_02"
"95","REACTOME_DEVELOPMENTAL_BIOLOGY",0.0214856447027632,0.353764832767334,6,1180,"ENSG00000196569, ENSG00000133392, ENSG00000122859, ENSG00000137877, ENSG00000106089, ENSG00000169946","MM909_02"
"96","REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K",0.0216858937733536,0.353764832767334,1,12,"ENSG00000096968","MM909_02"
"97","REACTOME_INTERLEUKIN_35_SIGNALLING",0.0216858937733536,0.353764832767334,1,12,"ENSG00000096968","MM909_02"
"98","REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES",0.0216858937733536,0.353764832767334,1,12,"ENSG00000073282","MM909_02"
"99","REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS",0.0216858937733536,0.353764832767334,1,12,"ENSG00000073282","MM909_02"
"100","REACTOME_CARDIAC_CONDUCTION",0.0224524415513728,0.357613757630899,2,126,"ENSG00000105409, ENSG00000196218","MM909_02"
"101","REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS",0.0224524415513728,0.357613757630899,2,126,"ENSG00000049323, ENSG00000185624","MM909_02"
"102","REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION",0.0227848726246726,0.357613757630899,2,127,"ENSG00000141200, ENSG00000108055","MM909_02"
"103","REACTOME_CARNITINE_METABOLISM",0.0234718627299537,0.357613757630899,1,13,"ENSG00000178537","MM909_02"
"104","REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS",0.0234718627299537,0.357613757630899,1,13,"ENSG00000108055","MM909_02"
"105","REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION",0.0234718627299537,0.357613757630899,1,13,"ENSG00000169946","MM909_02"
"106","REACTOME_TRANSLATION_OF_REPLICASE_AND_ASSEMBLY_OF_THE_REPLICATION_TRANSCRIPTION_COMPLEX",0.0234718627299537,0.357613757630899,1,13,"ENSG00000164695","MM909_02"
"107","REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2",0.0252545991131179,0.364162299711477,1,14,"ENSG00000142798","MM909_02"
"108","REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS",0.0252545991131179,0.364162299711477,1,14,"ENSG00000096968","MM909_02"
"109","REACTOME_LGI_ADAM_INTERACTIONS",0.0252545991131179,0.364162299711477,1,14,"ENSG00000106089","MM909_02"
"110","REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS",0.0252545991131179,0.364162299711477,1,14,"ENSG00000157764","MM909_02"
"111","REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS",0.0252545991131179,0.364162299711477,1,14,"ENSG00000073282","MM909_02"
"112","REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN",0.0252545991131179,0.364162299711477,1,14,"ENSG00000073282","MM909_02"
"113","REACTOME_GLYCOGEN_STORAGE_DISEASES",0.0270341087234003,0.373163124686252,1,15,"ENSG00000111713","MM909_02"
"114","REACTOME_NEGATIVE_REGULATION_OF_FLT3",0.0270341087234003,0.373163124686252,1,15,"ENSG00000122025","MM909_02"
"115","REACTOME_PROLACTIN_RECEPTOR_SIGNALING",0.0270341087234003,0.373163124686252,1,15,"ENSG00000096968","MM909_02"
"116","REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS",0.0270341087234003,0.373163124686252,1,15,"ENSG00000122859","MM909_02"
"117","REACTOME_REGULATION_OF_IFNG_SIGNALING",0.0270341087234003,0.373163124686252,1,15,"ENSG00000096968","MM909_02"
"118","REACTOME_RHO_GTPASES_ACTIVATE_FORMINS",0.0276488988895822,0.375232191305843,2,141,"ENSG00000157827, ENSG00000141200","MM909_02"
"119","REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX",0.0283750107424324,0.375232191305843,2,143,"ENSG00000060718, ENSG00000142798","MM909_02"
"120","REACTOME_CGMP_EFFECTS",0.0288103973510369,0.375232191305843,1,16,"ENSG00000160191","MM909_02"
"121","REACTOME_GLYCOGEN_SYNTHESIS",0.0288103973510369,0.375232191305843,1,16,"ENSG00000111713","MM909_02"
"122","REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS",0.0288103973510369,0.375232191305843,1,16,"ENSG00000082074","MM909_02"
"123","REACTOME_SIGNALING_BY_FLT3_ITD_AND_TKD_MUTANTS",0.0288103973510369,0.375232191305843,1,16,"ENSG00000122025","MM909_02"
"124","REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING",0.0288103973510369,0.375232191305843,1,16,"ENSG00000157764","MM909_02"
"125","REACTOME_INFECTIOUS_DISEASE",0.0297463858342795,0.384323304978892,5,943,"ENSG00000105409, ENSG00000164695, ENSG00000096968, ENSG00000106089, ENSG00000067715","MM909_02"
"126","REACTOME_DEFECTIVE_GALNT3_CAUSES_HFTC",0.0305834707759649,0.388915789788845,1,17,"ENSG00000181143","MM909_02"
"127","REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS",0.0305834707759649,0.388915789788845,1,17,"ENSG00000096968","MM909_02"
"128","REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS",0.0323533347678385,0.406918339927835,1,18,"ENSG00000181143","MM909_02"
"129","REACTOME_DISEASES_OF_GLYCOSYLATION",0.0325030748301491,0.406918339927835,2,154,"ENSG00000142798, ENSG00000181143","MM909_02"
"130","REACTOME_AUTOPHAGY",0.0336675121799081,0.414314226044873,2,157,"ENSG00000164695, ENSG00000198793","MM909_02"
"131","REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY",0.0341199950860483,0.414314226044873,1,19,"ENSG00000185624","MM909_02"
"132","REACTOME_RHO_GTPASES_ACTIVATE_CIT",0.0341199950860483,0.414314226044873,1,19,"ENSG00000133392","MM909_02"
"133","REACTOME_RHO_GTPASES_ACTIVATE_ROCKS",0.0341199950860483,0.414314226044873,1,19,"ENSG00000133392","MM909_02"
"134","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53",0.0356390960799334,0.415800372373645,3,393,"ENSG00000185513, ENSG00000198793, ENSG00000073282","MM909_02"
"135","REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE",0.0358834574797399,0.415800372373645,1,20,"ENSG00000142798","MM909_02"
"136","REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES",0.0358834574797399,0.415800372373645,1,20,"ENSG00000139220","MM909_02"
"137","REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE",0.0358834574797399,0.415800372373645,1,20,"ENSG00000133392","MM909_02"
"138","REACTOME_SIGNALING_BY_KIT_IN_DISEASE",0.0358834574797399,0.415800372373645,1,20,"ENSG00000096968","MM909_02"
"139","REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE",0.0358834574797399,0.415800372373645,1,20,"ENSG00000073282","MM909_02"
"140","REACTOME_SIGNALING_BY_HEDGEHOG",0.036044614323412,0.415800372373645,2,163,"ENSG00000185624, ENSG00000118965","MM909_02"
"141","REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION",0.0376437276878304,0.428131128280607,1,21,"ENSG00000133067","MM909_02"
"142","REACTOME_RHO_GTPASES_ACTIVATE_PAKS",0.0376437276878304,0.428131128280607,1,21,"ENSG00000133392","MM909_02"
"143","REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING",0.0394008114390286,0.44189104495855,1,22,"ENSG00000198793","MM909_02"
"144","REACTOME_HS_GAG_DEGRADATION",0.0394008114390286,0.44189104495855,1,22,"ENSG00000142798","MM909_02"
"145","REACTOME_M_PHASE",0.0403228501668655,0.447047029238342,3,413,"ENSG00000164695, ENSG00000141200, ENSG00000108055","MM909_02"
"146","REACTOME_CELL_CYCLE",0.0410591963390425,0.447047029238342,4,707,"ENSG00000164695, ENSG00000096968, ENSG00000141200, ENSG00000108055","MM909_02"
"147","REACTOME_GLUCURONIDATION",0.0411547144518506,0.447047029238342,1,23,"ENSG00000168671","MM909_02"
"148","REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION",0.0411547144518506,0.447047029238342,1,23,"ENSG00000096968","MM909_02"
"149","REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING",0.0429054424346397,0.447047029238342,1,24,"ENSG00000096968","MM909_02"
"150","REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING",0.0429054424346397,0.447047029238342,1,24,"ENSG00000096968","MM909_02"
"151","REACTOME_MTORC1_MEDIATED_SIGNALLING",0.0429054424346397,0.447047029238342,1,24,"ENSG00000198793","MM909_02"
"152","REACTOME_OTHER_INTERLEUKIN_SIGNALING",0.0429054424346397,0.447047029238342,1,24,"ENSG00000106089","MM909_02"
"153","REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION",0.0429054424346397,0.447047029238342,1,24,"ENSG00000185513","MM909_02"
"154","REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING",0.0429054424346397,0.447047029238342,1,24,"ENSG00000133392","MM909_02"
"155","REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS",0.0429054424346397,0.447047029238342,1,24,"ENSG00000181143","MM909_02"
"156","REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING",0.0446530010855829,0.459328641740232,1,25,"ENSG00000096968","MM909_02"
"157","REACTOME_SIGNALING_BY_ERYTHROPOIETIN",0.0446530010855829,0.459328641740232,1,25,"ENSG00000096968","MM909_02"
"158","REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS",0.0463973960927302,0.462761264948981,1,26,"ENSG00000142798","MM909_02"
"159","REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER",0.0463973960927302,0.462761264948981,1,26,"ENSG00000198793","MM909_02"
"160","REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING",0.0463973960927302,0.462761264948981,1,26,"ENSG00000096968","MM909_02"
"161","REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING",0.0463973960927302,0.462761264948981,1,26,"ENSG00000135925","MM909_02"
"162","REACTOME_ION_CHANNEL_TRANSPORT",0.0479437433157194,0.462761264948981,2,191,"ENSG00000105409, ENSG00000196218","MM909_02"
