"","pathway","pval","padj","overlap","size","overlapGenes","sample_id"
"25","GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY",1,1,0,22,"","MM909_02"
"26","GOBP_PROTEIN_DEUBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",1,1,0,8,"","MM909_02"
"27","GOBP_PROTEIN_K11_LINKED_DEUBIQUITINATION",1,1,0,10,"","MM909_02"
"28","GOBP_PROTEIN_K11_LINKED_UBIQUITINATION",1,1,0,30,"","MM909_02"
"29","GOBP_PROTEIN_K27_LINKED_UBIQUITINATION",1,1,0,7,"","MM909_02"
"30","GOBP_PROTEIN_K29_LINKED_DEUBIQUITINATION",1,1,0,5,"","MM909_02"
"31","GOBP_PROTEIN_K29_LINKED_UBIQUITINATION",1,1,0,7,"","MM909_02"
"32","GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION",1,1,0,26,"","MM909_02"
"33","GOBP_PROTEIN_K63_LINKED_DEUBIQUITINATION",1,1,0,30,"","MM909_02"
"34","GOBP_PROTEIN_K63_LINKED_UBIQUITINATION",1,1,0,58,"","MM909_02"
"35","GOBP_PROTEIN_K6_LINKED_UBIQUITINATION",1,1,0,11,"","MM909_02"
"36","GOBP_PROTEIN_LINEAR_POLYUBIQUITINATION",1,1,0,5,"","MM909_02"
"37","GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL",1,1,0,133,"","MM909_02"
"38","GOBP_PROTEIN_MONOUBIQUITINATION",1,1,0,42,"","MM909_02"
"39","GOBP_REGULATION_OF_PROTEIN_DEUBIQUITINATION",1,1,0,10,"","MM909_02"
"40","GOBP_REGULATION_OF_PROTEIN_K48_LINKED_UBIQUITINATION",1,1,0,6,"","MM909_02"
"41","GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",1,1,0,18,"","MM909_02"
"42","GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY",1,1,0,39,"","MM909_02"
"43","GOBP_RIBOSOME_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",1,1,0,7,"","MM909_02"
"44","GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_C_END_DEGRON_RULE_PATHWAY",1,1,0,12,"","MM909_02"
"45","GOBP_UBIQUITIN_RECYCLING",1,1,0,13,"","MM909_02"
"46","GOCC_ANAPHASE_PROMOTING_COMPLEX",1,1,0,21,"","MM909_02"
"47","GOCC_COP9_SIGNALOSOME",1,1,0,17,"","MM909_02"
"48","GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,25,"","MM909_02"
"49","GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,36,"","MM909_02"
"50","GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,1,0,37,"","MM909_02"
"51","GOCC_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,1,0,13,"","MM909_02"
"52","GOCC_CUL4B_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,1,0,6,"","MM909_02"
"53","GOCC_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,9,"","MM909_02"
"54","GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,181,"","MM909_02"
"55","GOCC_CYTOPLASMIC_UBIQUITIN_LIGASE_COMPLEX",1,1,0,13,"","MM909_02"
"56","GOCC_ER_UBIQUITIN_LIGASE_COMPLEX",1,1,0,9,"","MM909_02"
"57","GOCC_GID_COMPLEX",1,1,0,5,"","MM909_02"
"58","GOCC_HRD1P_UBIQUITIN_LIGASE_ERAD_L_COMPLEX",1,1,0,6,"","MM909_02"
"59","GOCC_LEWY_BODY",1,1,0,8,"","MM909_02"
"60","GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX",1,1,0,43,"","MM909_02"
"61","GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX",1,1,0,64,"","MM909_02"
"62","GOCC_UBIQUITIN_CONJUGATING_ENZYME_COMPLEX",1,1,0,8,"","MM909_02"
"63","GOCC_UBIQUITIN_LIGASE_COMPLEX",1,1,0,312,"","MM909_02"
"64","GOMF_ANAPHASE_PROMOTING_COMPLEX_BINDING",1,1,0,9,"","MM909_02"
"65","GOMF_CULLIN_FAMILY_PROTEIN_BINDING",1,1,0,26,"","MM909_02"
"66","GOMF_DEUBIQUITINASE_ACTIVITY",1,1,0,118,"","MM909_02"
"67","GOMF_HISTONE_DEUBIQUITINASE_ACTIVITY",1,1,0,6,"","MM909_02"
"68","GOMF_HISTONE_H2A_UBIQUITIN_LIGASE_ACTIVITY",1,1,0,5,"","MM909_02"
"69","GOMF_HISTONE_UBIQUITIN_LIGASE_ACTIVITY",1,1,0,10,"","MM909_02"
"70","GOMF_K48_LINKED_DEUBIQUITINASE_ACTIVITY",1,1,0,17,"","MM909_02"
"71","GOMF_K63_LINKED_DEUBIQUITINASE_ACTIVITY",1,1,0,14,"","MM909_02"
"72","GOMF_METAL_DEPENDENT_DEUBIQUITINASE_ACTIVITY",1,1,0,11,"","MM909_02"
"73","GOMF_UBIQUITIN_CONJUGATING_ENZYME_BINDING",1,1,0,31,"","MM909_02"
"74","GOMF_UBIQUITIN_LIGASE_ACTIVATOR_ACTIVITY",1,1,0,7,"","MM909_02"
"75","GOMF_UBIQUITIN_LIGASE_COMPLEX_SCAFFOLD_ACTIVITY",1,1,0,6,"","MM909_02"
"76","GOMF_UBIQUITIN_LIGASE_INHIBITOR_ACTIVITY",1,1,0,8,"","MM909_02"
"77","GOMF_UBIQUITIN_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY",1,1,0,54,"","MM909_02"
"78","GOMF_UBIQUITIN_LIKE_MODIFIER_ACTIVATING_ENZYME_ACTIVITY",1,1,0,10,"","MM909_02"
"79","GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING",1,1,0,122,"","MM909_02"
"80","GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_BINDING",1,1,0,37,"","MM909_02"
"81","GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY",1,1,0,130,"","MM909_02"
"82","GOMF_UBIQUITIN_LIKE_PROTEIN_SPECIFIC_ENDOPEPTIDASE_ACTIVITY",1,1,0,5,"","MM909_02"
"83","GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY",1,1,0,27,"","MM909_02"
"84","GOMF_UBIQUITIN_UBIQUITIN_LIGASE_ACTIVITY",1,1,0,14,"","MM909_02"
"85","KEGG_PARKINSONS_DISEASE",1,1,0,113,"","MM909_02"
"86","KEGG_PROTEASOME",1,1,0,44,"","MM909_02"
"87","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",1,1,0,133,"","MM909_02"
"88","LE_SKI_TARGETS_DN",1,1,0,7,"","MM909_02"
"89","LE_SKI_TARGETS_UP",1,1,0,17,"","MM909_02"
"90","MODULE_278",1,1,0,34,"","MM909_02"
"91","MORF_USP5",1,1,0,51,"","MM909_02"
"92","PROTEIN_UBIQUITINATION",1,1,0,40,"","MM909_02"
"93","REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1",1,1,0,48,"","MM909_02"
"94","REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS",1,1,0,51,"","MM909_02"
"95","SMALL_PROTEIN_CONJUGATING_ENZYME_ACTIVITY",1,1,0,52,"","MM909_02"
"96","STEGMEIER_PREMITOTIC_CELL_CYCLE_REGULATORS",1,1,0,11,"","MM909_02"
"97","UBIQUITIN_CYCLE",1,1,0,48,"","MM909_02"
"98","UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",1,1,0,49,"","MM909_02"
"99","WAESCH_ANAPHASE_PROMOTING_COMPLEX",1,1,0,13,"","MM909_02"
"100","WP_PARKIN_UBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY",1,1,0,71,"","MM909_02"
"101","YU_BAP1_TARGETS",1,1,0,29,"","MM909_02"
"102","GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION",4.55501104435559e-05,0.00460056115479915,31,828,"ENSG00000196510, ENSG00000154188, ENSG00000177479, ENSG00000164122, ENSG00000115760, ENSG00000163098, ENSG00000138411, ENSG00000138641, ENSG00000043143, ENSG00000114648, ENSG00000146021, ENSG00000198862, ENSG00000145416, ENSG00000133606, ENSG00000049759, ENSG00000176953, ENSG00000185345, ENSG00000128482, ENSG00000111961, ENSG00000184557, ENSG00000197323, ENSG00000104228, ENSG00000204614, ENSG00000182053, ENSG00000130529, ENSG00000126261, ENSG00000124486, ENSG00000104142, ENSG00000112200, ENSG00000167962, ENSG00000105428","MM909_03"
"103","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",0.00201857189963534,0.101937880931585,8,133,"ENSG00000196510, ENSG00000115760, ENSG00000138641, ENSG00000095015, ENSG00000049759, ENSG00000185345, ENSG00000184557, ENSG00000126261","MM909_03"
"104","GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_BINDING",0.00346943161920768,0.116804197846659,4,37,"ENSG00000177479, ENSG00000164418, ENSG00000185345, ENSG00000126261","MM909_03"
"105","GOBP_RIBOSOME_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",0.00569104871425072,0.128452160091524,2,7,"ENSG00000198862, ENSG00000167962","MM909_03"
"106","GCM_USP6",0.00635901782631307,0.128452160091524,5,69,"ENSG00000157087, ENSG00000114648, ENSG00000156103, ENSG00000106608, ENSG00000129204","MM909_03"
"107","GOBP_PROTEIN_POLYUBIQUITINATION",0.0152366917885374,0.213050989847147,9,225,"ENSG00000196510, ENSG00000177479, ENSG00000146021, ENSG00000145416, ENSG00000133606, ENSG00000049759, ENSG00000185345, ENSG00000111961, ENSG00000167962","MM909_03"
"108","GOMF_UBIQUITIN_CONJUGATING_ENZYME_BINDING",0.0153168294091187,0.213050989847147,3,31,"ENSG00000177479, ENSG00000164418, ENSG00000185345","MM909_03"
"109","GOBP_PROTEIN_K63_LINKED_UBIQUITINATION",0.0168753259284869,0.213050989847147,4,58,"ENSG00000177479, ENSG00000185345, ENSG00000111961, ENSG00000167962","MM909_03"
"110","GOBP_UBIQUITIN_RECYCLING",0.0197624468479675,0.221778570182747,2,13,"ENSG00000185345, ENSG00000143952","MM909_03"
"111","GOBP_PROTEIN_K48_LINKED_UBIQUITINATION",0.0245656968742342,0.248113538429765,4,65,"ENSG00000177479, ENSG00000146021, ENSG00000049759, ENSG00000185345","MM909_03"
"112","WP_PARKIN_UBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY",0.0325968719331173,0.299298551385895,4,71,"ENSG00000185345, ENSG00000108671, ENSG00000167553, ENSG00000198033","MM909_03"
"113","KEGG_OOCYTE_MEIOSIS",0.0422769292980172,0.355830821591645,5,112,"ENSG00000196510, ENSG00000150995, ENSG00000139151, ENSG00000107758, ENSG00000134308","MM909_03"
"114","KEGG_ERBB_SIGNALING_PATHWAY",0.0606892154777992,0.471508520250594,4,87,"ENSG00000157764, ENSG00000185737, ENSG00000101349, ENSG00000129946","MM909_03"
"115","GOMF_CULLIN_FAMILY_PROTEIN_BINDING",0.0713169871664694,0.514501121700958,2,26,"ENSG00000146021, ENSG00000185345","MM909_03"
"116","GOBP_PROTEIN_LINEAR_POLYUBIQUITINATION",0.0818892014395499,0.545798325358985,1,5,"ENSG00000185345","MM909_03"
"117","GOBP_PROTEIN_K11_LINKED_UBIQUITINATION",0.0913768412219796,0.545798325358985,2,30,"ENSG00000196510, ENSG00000185345","MM909_03"
"118","GOCC_CUL4B_RING_E3_UBIQUITIN_LIGASE_COMPLEX",0.0974448175719219,0.545798325358985,1,6,"ENSG00000116455","MM909_03"
"119","GOBP_PROTEIN_K27_LINKED_UBIQUITINATION",0.112737112381535,0.545798325358985,1,7,"ENSG00000185345","MM909_03"
"120","GOBP_PROTEIN_K29_LINKED_UBIQUITINATION",0.112737112381535,0.545798325358985,1,7,"ENSG00000185345","MM909_03"
"121","LE_SKI_TARGETS_DN",0.112737112381535,0.545798325358985,1,7,"ENSG00000115380","MM909_03"
"122","GOBP_MONOUBIQUITINATED_PROTEIN_DEUBIQUITINATION",0.127770539262783,0.545798325358985,1,8,"ENSG00000124486","MM909_03"
"123","GOBP_PROTEIN_DEUBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",0.127770539262783,0.545798325358985,1,8,"ENSG00000124486","MM909_03"
"124","GOCC_LEWY_BODY",0.127770539262783,0.545798325358985,1,8,"ENSG00000185345","MM909_03"
"125","GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX",0.129694651570452,0.545798325358985,2,37,"ENSG00000176566, ENSG00000116455","MM909_03"
"126","GOBP_FREE_UBIQUITIN_CHAIN_POLYMERIZATION",0.142549476360806,0.550090588063934,1,9,"ENSG00000185345","MM909_03"
"127","GOMF_ANAPHASE_PROMOTING_COMPLEX_BINDING",0.142549476360806,0.550090588063934,1,9,"ENSG00000092853","MM909_03"
"128","GOMF_UBIQUITIN_LIKE_MODIFIER_ACTIVATING_ENZYME_ACTIVITY",0.157078227841812,0.550090588063934,1,10,"ENSG00000126261","MM909_03"
"129","GOBP_PROTEIN_MONOUBIQUITINATION",0.158919246290521,0.550090588063934,2,42,"ENSG00000185345, ENSG00000167962","MM909_03"
"130","GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX",0.164903111193441,0.550090588063934,2,43,"ENSG00000196510, ENSG00000139618","MM909_03"
"131","GOBP_PROTEIN_K6_LINKED_UBIQUITINATION",0.171361025142003,0.550090588063934,1,11,"ENSG00000185345","MM909_03"
"132","STEGMEIER_PREMITOTIC_CELL_CYCLE_REGULATORS",0.171361025142003,0.550090588063934,1,11,"ENSG00000198862","MM909_03"
"133","BIOCARTA_CBL_PATHWAY",0.185402028195408,0.550090588063934,1,12,"ENSG00000134853","MM909_03"
"134","GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL",0.189769335361198,0.550090588063934,4,133,"ENSG00000120533, ENSG00000129204, ENSG00000124486, ENSG00000114374","MM909_03"
"135","GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX",0.194413674567361,0.550090588063934,5,181,"ENSG00000196510, ENSG00000176566, ENSG00000146021, ENSG00000185345, ENSG00000116455","MM909_03"
"136","UBIQUITIN_CYCLE",0.195345279834287,0.550090588063934,2,48,"ENSG00000185345, ENSG00000175520","MM909_03"
"137","WAESCH_ANAPHASE_PROMOTING_COMPLEX",0.199205326641027,0.550090588063934,1,13,"ENSG00000196510","MM909_03"
"138","UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",0.201518334241243,0.550090588063934,2,49,"ENSG00000119402, ENSG00000185345","MM909_03"
"139","GOMF_K63_LINKED_DEUBIQUITINASE_ACTIVITY",0.212774941009606,0.565533395841322,1,14,"ENSG00000124486","MM909_03"
"140","SMALL_PROTEIN_CONJUGATING_ENZYME_ACTIVITY",0.22015928003127,0.570156084183545,2,52,"ENSG00000119402, ENSG00000185345","MM909_03"
"141","GOMF_UBIQUITIN_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY",0.232663905642091,0.58747636174628,2,54,"ENSG00000146021, ENSG00000116455","MM909_03"
"142","GOCC_COP9_SIGNALOSOME",0.252120872701158,0.60629067006707,1,17,"ENSG00000172673","MM909_03"
"143","GOMF_K48_LINKED_DEUBIQUITINASE_ACTIVITY",0.252120872701158,0.60629067006707,1,17,"ENSG00000124486","MM909_03"
"144","GOCC_UBIQUITIN_LIGASE_COMPLEX",0.279470408770841,0.646171527344594,7,312,"ENSG00000196510, ENSG00000177479, ENSG00000139618, ENSG00000176566, ENSG00000146021, ENSG00000185345, ENSG00000116455","MM909_03"
"145","GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION",0.281500467358041,0.646171527344594,3,109,"ENSG00000154188, ENSG00000163098, ENSG00000185345","MM909_03"
"146","KEGG_PARKINSONS_DISEASE",0.299943426841881,0.66208316876631,3,113,"ENSG00000132906, ENSG00000185345, ENSG00000169021","MM909_03"
"147","GOCC_ANAPHASE_PROMOTING_COMPLEX",0.301542829339111,0.66208316876631,1,21,"ENSG00000196510","MM909_03"
"148","BIOCARTA_ATRBRCA_PATHWAY",0.313379793296255,0.673433172828122,1,22,"ENSG00000139618","MM909_03"
"149","GOMF_DEUBIQUITINASE_ACTIVITY",0.323073949626242,0.679801435671884,3,118,"ENSG00000129204, ENSG00000124486, ENSG00000114374","MM909_03"
"150","GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY",0.378447548137287,0.780065354323796,3,130,"ENSG00000129204, ENSG00000124486, ENSG00000114374","MM909_03"
"151","YU_BAP1_TARGETS",0.390812606314061,0.789441464754403,1,29,"ENSG00000134853","MM909_03"
"152","GOBP_PROTEIN_K63_LINKED_DEUBIQUITINATION",0.401137977524133,0.794410504508577,1,30,"ENSG00000124486","MM909_03"
"153","GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION",0.436197827126206,0.847230394995131,4,199,"ENSG00000154188, ENSG00000163098, ENSG00000185345, ENSG00000111961","MM909_03"
"154","GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX",0.459520148383247,0.875689339371849,1,36,"ENSG00000146021","MM909_03"
"155","PROTEIN_UBIQUITINATION",0.495246899991166,0.926295127761255,1,40,"ENSG00000185345","MM909_03"
"156","KEGG_PROTEASOME",0.528614075235671,0.970727665432778,1,44,"ENSG00000108671","MM909_03"
"157","REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1",0.559777378436321,1,1,48,"ENSG00000108671","MM909_03"
"158","GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING",0.614445778567464,1,2,122,"ENSG00000185345, ENSG00000126261","MM909_03"
"159","GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX",0.665160546721545,1,1,64,"ENSG00000185345","MM909_03"
"160","BIOCARTA_GSK3_PATHWAY",1,1,0,20,"","MM909_03"
"161","BIOCARTA_HIF_PATHWAY",1,1,0,15,"","MM909_03"
"162","BIOCARTA_P27_PATHWAY",1,1,0,13,"","MM909_03"
"163","BIOCARTA_P53HYPOXIA_PATHWAY",1,1,0,21,"","MM909_03"
"164","BIOCARTA_PARKIN_PATHWAY",1,1,0,8,"","MM909_03"
"165","BIOCARTA_PROTEASOME_PATHWAY",1,1,0,18,"","MM909_03"
"166","BIOCARTA_SPRY_PATHWAY",1,1,0,17,"","MM909_03"
"167","GOBP_HISTONE_UBIQUITINATION",1,1,0,8,"","MM909_03"
"168","GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION",1,1,0,78,"","MM909_03"
"169","GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",1,1,0,9,"","MM909_03"
"170","GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY",1,1,0,15,"","MM909_03"
"171","GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",1,1,0,9,"","MM909_03"
"172","GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY",1,1,0,22,"","MM909_03"
"173","GOBP_PROTEIN_K11_LINKED_DEUBIQUITINATION",1,1,0,10,"","MM909_03"
"174","GOBP_PROTEIN_K29_LINKED_DEUBIQUITINATION",1,1,0,5,"","MM909_03"
"175","GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION",1,1,0,26,"","MM909_03"
"176","GOBP_REGULATION_OF_PROTEIN_DEUBIQUITINATION",1,1,0,10,"","MM909_03"
"177","GOBP_REGULATION_OF_PROTEIN_K48_LINKED_UBIQUITINATION",1,1,0,6,"","MM909_03"
"178","GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",1,1,0,18,"","MM909_03"
"179","GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY",1,1,0,39,"","MM909_03"
"180","GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_C_END_DEGRON_RULE_PATHWAY",1,1,0,12,"","MM909_03"
"181","GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,25,"","MM909_03"
"182","GOCC_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,1,0,13,"","MM909_03"
"183","GOCC_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,9,"","MM909_03"
"184","GOCC_CYTOPLASMIC_UBIQUITIN_LIGASE_COMPLEX",1,1,0,13,"","MM909_03"
"185","GOCC_ER_UBIQUITIN_LIGASE_COMPLEX",1,1,0,9,"","MM909_03"
"186","GOCC_GID_COMPLEX",1,1,0,5,"","MM909_03"
"187","GOCC_HRD1P_UBIQUITIN_LIGASE_ERAD_L_COMPLEX",1,1,0,6,"","MM909_03"
"188","GOCC_UBIQUITIN_CONJUGATING_ENZYME_COMPLEX",1,1,0,8,"","MM909_03"
"189","GOMF_HISTONE_DEUBIQUITINASE_ACTIVITY",1,1,0,6,"","MM909_03"
"190","GOMF_HISTONE_H2A_UBIQUITIN_LIGASE_ACTIVITY",1,1,0,5,"","MM909_03"
"191","GOMF_HISTONE_UBIQUITIN_LIGASE_ACTIVITY",1,1,0,10,"","MM909_03"
"192","GOMF_METAL_DEPENDENT_DEUBIQUITINASE_ACTIVITY",1,1,0,11,"","MM909_03"
"193","GOMF_UBIQUITIN_LIGASE_ACTIVATOR_ACTIVITY",1,1,0,7,"","MM909_03"
"194","GOMF_UBIQUITIN_LIGASE_COMPLEX_SCAFFOLD_ACTIVITY",1,1,0,6,"","MM909_03"
"195","GOMF_UBIQUITIN_LIGASE_INHIBITOR_ACTIVITY",1,1,0,8,"","MM909_03"
"196","GOMF_UBIQUITIN_LIKE_PROTEIN_SPECIFIC_ENDOPEPTIDASE_ACTIVITY",1,1,0,5,"","MM909_03"
"197","GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY",1,1,0,27,"","MM909_03"
"198","GOMF_UBIQUITIN_UBIQUITIN_LIGASE_ACTIVITY",1,1,0,14,"","MM909_03"
"199","LE_SKI_TARGETS_UP",1,1,0,17,"","MM909_03"
"200","MODULE_278",1,1,0,34,"","MM909_03"
"201","MORF_USP5",1,1,0,51,"","MM909_03"
"202","REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS",1,1,0,51,"","MM909_03"
"203","KEGG_ERBB_SIGNALING_PATHWAY",0.0618591844009891,1,1,87,"ENSG00000157764","MM909_06"
"204","GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION",0.457339138641466,1,1,828,"ENSG00000141569","MM909_06"
"205","BIOCARTA_ATRBRCA_PATHWAY",1,1,0,22,"","MM909_06"
"206","BIOCARTA_CBL_PATHWAY",1,1,0,12,"","MM909_06"
"207","BIOCARTA_GSK3_PATHWAY",1,1,0,20,"","MM909_06"
"208","BIOCARTA_HIF_PATHWAY",1,1,0,15,"","MM909_06"
"209","BIOCARTA_P27_PATHWAY",1,1,0,13,"","MM909_06"
"210","BIOCARTA_P53HYPOXIA_PATHWAY",1,1,0,21,"","MM909_06"
"211","BIOCARTA_PARKIN_PATHWAY",1,1,0,8,"","MM909_06"
"212","BIOCARTA_PROTEASOME_PATHWAY",1,1,0,18,"","MM909_06"
"213","BIOCARTA_SPRY_PATHWAY",1,1,0,17,"","MM909_06"
"214","GCM_USP6",1,1,0,69,"","MM909_06"
"215","GOBP_FREE_UBIQUITIN_CHAIN_POLYMERIZATION",1,1,0,9,"","MM909_06"
"216","GOBP_HISTONE_UBIQUITINATION",1,1,0,8,"","MM909_06"
"217","GOBP_MONOUBIQUITINATED_PROTEIN_DEUBIQUITINATION",1,1,0,8,"","MM909_06"
"218","GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION",1,1,0,78,"","MM909_06"
"219","GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",1,1,0,9,"","MM909_06"
"220","GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY",1,1,0,15,"","MM909_06"
"221","GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION",1,1,0,109,"","MM909_06"
"222","GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",1,1,0,9,"","MM909_06"
